source,target
s39273,s99294
s39276,s39278
s39276,s39277
s99294,s39277
s39278,s39280
s39277,s39279
s39279,s39281
s39279,s99295
s39280,s39281
s39281,s39283
s39281,s39282
s99295,s39282
s39283,s39284
s39282,s39284
s39282,s92180
s39284,s39285
s92180,s92181
s92181,s39287
s39285,s81890
s39285,s39287
s81890,s81891
s39287,s39289
s81891,s39291
s39289,s39290
s39290,s39292
s39291,s81893
s81893,s39294
s39292,s39293
s39293,s39296
s39293,s39295
s39294,s39295
s39296,s39298
s39295,s39297
s39297,s39299
s39298,s39300
s39300,s39302
s39299,s39301
s39301,s39303
s39302,s39304
s39303,s92182
s39303,s39305
s39304,s39305
s92182,s92183
s39305,s39306
s39306,s39307
s39306,s39308
s92183,s39307
s39307,s39309
s39307,s39310
s39308,s39309
s39309,s99296
s39309,s39311
s39310,s39311
s99296,s99297
s39311,s39313
s39313,s39315
s99297,s99298
s99298,s39318
s39315,s39317
s39317,s39319
s39317,s92186
s39318,s39319
s39319,s39320
s39319,s39323
s92186,s39320
s39320,s39322
s39320,s39321
s39323,s39321
s39322,s39324
s39321,s39324
s39321,s81894
s39324,s39326
s81894,s81895
s81895,s39327
s39326,s92187
s39326,s39327
s92187,s39329
s39327,s39329
s39327,s39332
s39329,s39330
s39329,s92188
s39332,s39330
s39330,s39333
s92188,s39334
s39334,s39335
s39333,s39335
s39333,s81896
s39335,s92189
s39335,s39336
s81896,s39336
s92189,s39338
s39336,s39339
s39336,s39338
s39339,s39340
s39338,s39340
s39338,s39341
s39340,s99299
s39340,s39342
s39341,s39342
s99299,s39344
s39342,s39344
s39342,s39347
s39344,s39345
s39344,s81897
s39347,s39345
s39345,s39348
s81897,s81898
s81898,s39349
s39348,s39350
s39348,s39349
s39350,s39352
s39349,s39351
s39351,s39353
s39351,s81899
s39352,s39353
s39353,s92190
s39353,s39354
s81899,s39354
s92190,s39355
s39354,s81900
s39354,s39355
s81900,s39357
s39355,s39356
s39356,s92191
s39356,s39358
s39357,s39358
s92191,s39359
s39358,s39359
s39358,s39361
s39359,s39360
s39359,s81901
s39361,s39360
s39360,s99300
s39360,s39363
s81901,s39363
s99300,s39365
s39363,s39366
s39363,s39365
s39366,s39367
s39365,s92192
s39365,s39367
s92192,s39370
s39367,s39369
s39370,s39371
s39369,s39372
s39369,s39371
s39372,s39373
s39371,s39373
s39371,s39377
s39373,s39374
s39373,s81903
s39377,s39374
s39374,s103903
s39374,s39376
s81903,s39376
s103903,s39378
s39376,s39378
s39376,s81904
s39378,s103904
s39378,s39379
s81904,s39379
s103904,s39380
s39379,s39380
s39379,s39381
s39380,s81906
s39380,s39382
s39381,s39382
s81906,s39383
s39382,s39385
s39382,s39383
s39385,s39384
s39383,s103905
s39383,s39384
s103905,s39386
s39384,s81905
s39384,s39386
s81905,s39387
s39386,s39387
s39386,s92193
s39387,s39389
s39387,s39390
s92193,s39389
s39389,s39391
s39390,s81907
s39391,s103906
s39391,s39392
s81907,s39392
s103906,s39393
s39392,s81908
s39392,s39393
s81908,s39394
s39393,s103907
s39393,s39394
s103907,s39395
s39394,s39395
s39394,s99301
s39395,s81909
s39395,s39396
s99301,s39396
s81909,s39398
s39396,s39397
s39397,s39399
s39397,s99302
s39398,s39399
s39399,s39401
s99302,s39402
s39401,s39404
s39401,s39403
s39402,s39403
s39404,s103908
s39403,s39405
s39405,s99303
s39405,s39406
s103908,s39406
s99303,s39408
s39406,s39409
s39406,s39408
s39409,s39410
s39408,s39410
s39408,s39411
s39410,s99304
s39410,s39412
s39411,s39412
s99304,s39413
s39412,s81910
s39412,s39413
s81910,s39415
s39413,s39415
s39413,s39416
s39415,s39417
s39416,s92194
s92194,s39418
s39417,s39418
s39417,s39419
s39418,s39420
s39419,s99305
s39420,s39421
s99305,s99306
s99306,s99307
s39421,s39422
s99307,s39424
s39422,s81911
s39422,s39424
s81911,s39425
s39424,s39425
s39424,s103909
s39425,s39426
s103909,s103910
s103910,s39427
s39426,s92195
s39426,s39427
s92195,s39428
s39427,s39429
s39427,s39428
s39429,s39430
s39428,s39430
s39428,s81912
s39430,s39432
s39430,s103911
s81912,s39432
s39432,s39434
s39432,s39440
s103911,s39434
s39434,s103912
s39434,s39435
s39440,s39435
s103912,s39436
s39435,s39436
s39435,s39437
s39436,s103913
s39436,s39438
s39437,s39438
s103913,s39441
s39438,s39441
s39438,s81913
s39441,s39443
s39441,s103914
s81913,s39443
s39443,s39445
s103914,s103915
s103915,s39446
s39445,s39446
s39445,s39448
s39446,s39447
s39446,s103916
s39448,s39447
s39447,s39449
s103916,s103917
s103917,s39450
s39449,s39450
s39449,s99308
s39450,s39453
s39450,s39452
s99308,s39452
s39453,s39455
s39452,s39454
s39455,s39456
s39454,s39457
s39454,s39456
s39457,s39458
s39456,s103918
s39456,s39458
s103918,s103919
s39458,s39460
s39460,s99309
s39460,s39461
s103919,s39461
s99309,s99310
s39461,s39462
s99310,s39463
s39462,s39463
s39462,s103920
s39463,s39464
s103920,s103921
s103921,s39465
s39464,s81914
s39464,s39465
s81914,s39466
s39465,s39467
s39465,s39466
s39467,s39469
s39466,s39468
s39469,s39470
s39468,s39471
s39468,s39470
s39471,s92196
s39470,s39472
s39472,s81915
s39472,s39473
s92196,s39473
s81915,s39475
s39473,s39475
s39473,s92197
s39475,s39477
s39475,s39476
s92197,s39476
s39477,s39478
s39476,s39479
s39476,s39478
s39479,s39480
s39478,s39480
s39478,s81917
s39480,s39481
s39480,s99311
s81917,s39481
s39481,s39482
s39481,s39483
s99311,s39482
s39482,s39484
s39483,s81918
s81918,s39485
s39484,s92198
s39484,s39485
s92198,s39487
s39485,s81919
s39485,s39487
s81919,s39488
s39487,s92199
s39487,s39488
s92199,s39489
s39488,s39490
s39488,s39489
s39490,s39491
s39489,s39491
s39489,s92200
s39491,s39492
s92200,s39493
s39493,s92201
s39492,s39494
s39494,s39496
s39494,s99312
s92201,s39496
s39496,s39497
s39496,s39498
s99312,s39497
s39497,s39499
s39498,s39500
s39500,s39501
s39499,s39501
s39499,s81920
s39501,s39503
s81920,s81921
s81921,s39505
s39503,s39504
s39505,s39506
s39504,s39506
s39504,s39508
s39506,s81922
s39506,s39507
s39508,s39507
s81922,s39510
s39507,s103923
s39507,s39510
s103923,s39511
s39510,s39511
s39510,s81923
s39511,s39513
s39511,s39512
s81923,s39512
s39513,s39514
s39512,s39514
s39512,s81924
s39514,s103924
s39514,s39516
s81924,s39516
s103924,s39517
s39516,s39518
s39516,s39517
s39518,s39519
s39517,s39519
s39517,s99313
s39519,s39521
s99313,s39529
s39529,s39522
s39521,s92202
s39521,s39522
s92202,s39525
s39522,s39524
s39524,s39526
s39524,s103925
s39525,s39526
s39526,s39528
s103925,s103926
s103926,s39531
s39528,s39530
s39531,s39532
s39530,s39532
s39530,s39533
s39532,s39534
s39533,s39535
s39534,s81925
s39534,s39536
s39535,s39536
s81925,s39537
s39536,s103927
s39536,s39537
s103927,s103928
s39537,s39539
s103928,s39542
s39539,s39541
s39541,s39544
s39541,s39543
s39542,s39543
s39544,s39545
s39543,s103929
s39543,s39545
s103929,s39547
s39545,s39547
s39545,s39548
s39547,s39549
s39548,s81926
s39549,s39550
s39549,s103930
s81926,s39550
s39550,s39551
s103930,s103931
s39551,s39552
s39551,s39553
s103931,s39552
s39552,s92203
s39552,s39554
s39553,s39554
s92203,s39555
s39554,s99314
s39554,s39555
s99314,s39557
s39555,s39556
s39557,s99315
s39556,s39558
s39558,s81927
s39558,s39559
s99315,s39559
s81927,s39561
s39559,s99316
s39559,s39561
s99316,s39563
s39561,s39562
s39563,s39564
s39562,s39564
s39562,s39565
s39564,s39566
s39564,s39567
s39565,s39566
s39566,s39568
s39566,s92204
s39567,s39568
s39568,s39570
s39568,s99317
s92204,s39570
s39570,s39571
s39570,s39572
s99317,s39571
s39571,s39573
s39571,s81928
s39572,s39573
s39573,s39574
s39573,s39576
s81928,s39574
s39574,s81929
s39574,s39575
s39576,s39575
s81929,s39577
s39575,s39578
s39575,s39577
s39578,s39579
s39577,s81930
s39577,s39579
s81930,s39581
s39579,s39581
s39579,s39582
s39581,s39583
s39582,s103932
s39583,s81931
s39583,s39584
s103932,s39584
s81931,s39586
s39584,s39587
s39584,s39586
s39587,s39588
s39586,s81932
s39586,s39588
s81932,s39591
s39588,s39590
s39591,s39592
s39590,s39592
s39590,s39595
s39592,s39594
s39592,s39593
s39595,s39593
s39594,s39596
s39593,s39596
s39593,s39597
s39596,s39598
s39597,s39599
s39598,s99318
s39598,s39600
s39599,s39600
s99318,s81934
s39600,s39602
s81934,s39603
s39602,s39603
s39602,s81933
s39603,s39605
s81933,s81939
s81939,s39607
s39605,s39606
s39606,s39608
s39606,s92205
s39607,s39608
s39608,s39609
s92205,s39610
s39609,s39611
s39609,s99320
s39610,s39611
s39611,s39613
s39611,s92206
s99320,s39613
s39613,s39614
s92206,s92207
s39614,s99321
s39614,s39615
s92207,s39615
s99321,s39618
s39615,s39617
s39617,s39619
s39618,s99322
s99322,s39620
s39619,s39620
s39619,s92208
s39620,s39622
s92208,s92209
s92209,s39623
s39622,s39623
s39622,s81940
s39623,s92210
s39623,s39625
s81940,s39625
s92210,s39627
s39625,s39627
s39625,s81941
s39627,s39629
s39627,s39628
s81941,s39628
s39629,s39630
s39628,s39630
s39628,s81942
s39630,s39631
s81942,s81943
s81943,s39632
s39631,s39632
s39631,s92212
s39632,s39633
s39632,s81944
s92212,s39633
s39633,s39634
s81944,s81945
s81945,s39635
s39634,s99324
s39634,s39635
s99324,s39637
s39635,s81946
s39635,s39637
s81946,s39640
s39637,s39639
s39639,s39641
s39640,s39642
s39641,s39643
s39641,s103933
s39642,s39643
s39643,s92213
s39643,s39645
s103933,s39645
s92213,s39646
s39645,s39646
s39645,s81947
s39646,s39648
s81947,s81948
s81948,s39649
s39648,s39649
s39648,s39651
s39649,s99325
s39649,s39650
s39651,s39650
s99325,s39652
s39650,s92214
s39650,s39652
s92214,s39654
s39652,s39654
s39652,s81949
s39654,s39655
s81949,s81950
s39655,s39656
s81950,s81951
s39656,s92215
s39656,s39657
s81951,s39657
s92215,s39658
s39657,s99326
s39657,s39658
s99326,s39659
s39658,s39659
s39658,s92216
s39659,s81952
s39659,s39660
s92216,s39660
s81952,s81953
s39660,s39663
s81953,s39664
s39663,s39666
s39663,s39664
s39666,s39665
s39664,s39665
s39664,s103937
s39665,s39667
s103937,s103938
s39667,s39669
s39667,s81959
s103938,s39669
s39669,s81962
s39669,s39670
s81959,s39670
s81962,s39671
s39670,s39671
s39670,s81961
s39671,s39672
s39671,s81960
s81961,s39672
s39672,s92217
s39672,s39673
s81960,s39673
s92217,s39674
s39673,s39674
s39673,s39675
s39674,s81963
s39674,s39676
s39675,s39676
s81963,s39678
s39676,s92218
s39676,s39678
s92218,s39681
s39678,s39682
s39678,s39680
s39682,s39683
s39681,s39683
s39680,s39684
s39680,s39683
s39684,s39685
s39683,s39685
s39683,s92219
s39685,s39687
s92219,s39688
s39687,s39689
s39687,s99327
s39688,s39689
s39689,s39690
s39689,s39691
s99327,s39690
s39690,s39693
s39691,s81964
s39693,s39695
s81964,s39696
s39695,s103939
s39695,s39697
s39696,s39697
s103939,s39699
s39697,s39698
s39698,s39701
s39698,s39700
s39699,s39700
s39701,s39702
s39700,s39702
s39700,s81965
s39702,s39703
s39702,s39706
s81965,s39703
s39703,s81966
s39703,s39704
s39706,s39704
s81966,s39707
s39704,s39707
s39704,s99328
s39707,s39709
s39707,s39708
s99328,s39708
s39709,s39711
s39708,s39710
s39711,s39713
s39710,s39712
s39713,s39715
s39712,s39715
s39712,s39716
s39715,s103940
s39715,s39717
s39716,s39717
s103940,s39719
s39717,s39719
s39717,s92220
s39717,s99329
s39719,s39720
s39719,s81967
s92220,s39720
s99329,s39720
s39720,s39722
s39720,s103941
s81967,s39722
s39722,s39724
s103941,s103942
s39724,s39725
s39724,s39728
s103942,s39725
s39725,s39727
s39725,s103943
s39728,s39727
s39727,s99330
s39727,s39729
s103943,s39729
s99330,s39731
s39729,s103944
s39729,s39731
s103944,s39732
s39731,s39734
s39731,s39732
s39734,s39733
s39732,s92222
s39732,s39733
s92222,s39735
s39733,s39737
s39733,s39735
s39737,s39736
s39735,s103945
s39735,s39736
s103945,s39739
s39736,s39739
s39736,s92223
s39739,s39742
s39739,s39741
s92223,s39741
s39742,s39744
s39741,s39743
s39743,s81968
s39743,s39745
s39744,s39745
s81968,s81969
s39745,s39747
s81969,s81970
s39747,s39748
s39748,s39750
s39748,s103946
s81970,s39750
s39750,s39752
s39750,s39753
s103946,s39752
s39752,s39754
s39753,s39755
s39754,s39756
s39755,s99331
s99331,s39758
s39756,s39757
s39758,s39761
s39757,s39759
s39761,s39760
s39759,s103947
s39759,s39760
s103947,s39762
s39760,s39763
s39760,s39762
s39763,s39764
s39762,s81971
s39762,s39764
s81971,s39765
s39764,s99332
s39764,s39765
s99332,s39767
s39765,s39767
s39765,s92224
s39767,s103948
s39767,s39768
s92224,s39768
s103948,s39770
s39768,s39771
s39768,s39770
s39771,s39772
s39770,s103949
s39770,s39772
s103949,s39774
s39772,s39774
s39772,s92225
s39774,s39775
s39774,s39776
s92225,s39775
s39775,s39777
s39776,s39778
s39777,s39779
s39777,s99333
s39778,s39779
s39779,s39780
s39779,s39781
s99333,s39780
s39780,s39782
s39781,s39783
s39783,s39784
s39782,s39784
s39782,s39785
s39784,s39786
s39784,s39787
s39785,s39786
s39786,s39788
s39786,s103950
s39787,s39788
s39788,s39791
s39788,s39790
s103950,s39790
s39791,s39792
s39790,s39795
s39790,s39792
s39795,s39793
s39792,s39794
s39792,s39793
s39794,s39797
s39793,s99334
s39793,s39797
s99334,s39798
s39797,s39799
s39797,s39798
s39799,s39800
s39798,s103951
s39798,s39800
s103951,s103952
s39800,s39802
s39802,s39804
s39802,s39803
s103952,s39803
s39804,s39807
s39803,s39806
s39806,s39808
s39807,s81972
s39808,s39810
s81972,s81973
s81973,s39812
s39810,s39813
s39810,s39812
s39813,s39814
s39812,s39814
s39812,s39815
s39814,s39816
s39815,s39817
s39816,s39818
s39816,s39819
s39817,s39818
s39818,s92226
s39818,s39820
s39819,s39820
s92226,s92227
s39820,s39821
s92227,s39823
s39821,s39823
s39821,s39824
s39823,s39825
s39823,s39826
s39824,s39825
s39825,s39827
s39825,s81974
s39826,s39827
s39827,s39828
s81974,s39829
s39829,s39831
s39828,s39830
s39830,s39832
s39831,s81975
s39832,s39834
s81975,s81976
s39834,s39835
s81976,s39837
s39835,s103953
s39835,s39836
s39837,s39836
s103953,s39838
s39836,s39838
s39836,s92228
s39838,s39840
s92228,s92230
s39840,s103954
s39840,s39842
s92230,s39842
s103954,s39843
s39842,s39843
s39842,s81977
s39843,s39844
s39843,s92231
s81977,s39844
s39844,s39847
s39844,s39846
s92231,s39846
s39847,s39848
s39846,s39848
s39846,s92232
s39848,s39850
s39848,s39849
s92232,s39849
s39850,s39851
s39849,s39851
s39849,s39852
s39851,s81978
s39851,s39853
s39852,s39853
s81978,s81979
s39853,s39854
s81979,s81980
s39854,s39855
s81980,s39857
s39855,s39857
s39855,s92233
s39857,s39859
s39857,s39858
s92233,s39858
s39859,s39861
s39858,s99336
s39858,s39861
s99336,s39862
s39861,s39862
s39861,s81981
s39862,s39864
s39862,s92234
s81981,s39864
s39864,s39866
s92234,s39871
s39871,s39867
s39866,s39868
s39866,s39867
s39868,s81982
s39867,s39869
s81982,s39873
s39869,s39872
s39872,s39874
s39873,s81983
s39874,s92235
s39874,s39875
s81983,s39875
s92235,s92236
s39875,s39877
s39877,s39879
s92236,s92237
s39879,s39881
s92237,s39882
s39881,s39883
s39882,s92238
s92238,s39886
s39883,s39885
s39885,s39887
s39886,s39888
s39887,s39889
s39888,s39890
s39889,s39891
s39890,s39892
s39891,s39893
s39892,s39894
s39893,s39895
s39894,s39896
s39895,s39897
s39896,s39898
s39897,s39899
s39898,s39900
s39900,s92239
s39899,s39901
s39901,s39904
s39901,s81984
s92239,s39904
s39904,s99337
s39904,s39907
s81984,s39907
s99337,s39909
s39907,s81985
s39907,s39909
s81985,s39911
s39909,s39911
s39909,s103955
s39911,s39913
s39911,s39914
s103955,s39913
s39913,s39915
s39914,s81986
s39915,s39916
s81986,s39917
s39917,s39918
s39916,s39918
s39916,s39919
s39918,s39920
s39919,s39925
s39925,s39921
s39920,s81987
s39920,s39921
s81987,s39924
s39921,s39923
s39924,s81988
s39923,s39926
s39926,s39928
s81988,s81989
s39928,s39931
s39928,s39930
s81989,s39930
s39931,s39932
s39930,s39933
s39930,s39932
s39933,s39934
s39932,s39934
s39932,s81990
s39934,s39935
s81990,s39936
s39935,s39937
s39935,s39938
s39936,s39937
s39937,s39939
s39937,s92240
s39938,s39939
s39939,s39941
s39939,s81991
s92240,s39941
s39941,s99338
s39941,s39943
s81991,s39943
s99338,s39945
s39943,s39944
s39944,s81992
s39944,s39946
s39945,s39946
s81992,s39948
s39946,s39947
s39948,s39949
s39947,s39949
s39947,s39950
s39949,s99339
s39949,s39951
s39950,s39951
s99339,s39952
s39951,s81993
s39951,s39952
s81993,s39953
s39952,s39954
s39952,s39953
s39954,s39956
s39953,s39955
s39955,s39957
s39956,s99340
s99340,s39958
s39957,s39958
s39957,s39959
s39958,s39961
s39958,s39960
s39959,s39960
s39961,s39962
s39960,s92241
s39960,s39962
s92241,s39964
s39962,s39965
s39962,s39964
s39965,s39966
s39964,s39967
s39964,s39966
s39967,s103956
s39966,s39968
s103956,s39969
s39968,s99341
s39968,s39969
s99341,s39970
s39969,s39973
s39969,s39970
s39973,s39971
s39970,s39971
s39970,s81994
s39971,s39974
s39971,s99343
s81994,s39974
s39974,s103957
s39974,s39975
s99343,s39975
s103957,s39976
s39975,s81995
s39975,s39976
s81995,s39977
s39976,s39978
s39976,s39977
s39978,s39979
s39977,s81996
s39977,s39979
s81996,s39980
s39979,s39980
s39979,s99344
s39980,s39981
s39980,s92242
s99344,s39981
s39981,s39984
s92242,s92244
s92244,s92245
s39984,s39986
s39986,s39988
s39986,s39989
s92245,s39988
s39988,s39990
s39989,s81999
s81999,s39991
s39990,s92246
s39990,s39991
s92246,s92247
s39991,s39992
s39992,s39993
s92247,s92248
s92248,s39995
s39993,s39994
s39995,s92249
s39994,s39996
s39996,s39998
s92249,s92250
s92250,s92251
s39998,s40000
s92251,s40001
s40000,s40001
s40000,s82000
s40001,s40002
s40001,s103960
s82000,s40002
s40002,s99345
s40002,s40004
s40002,s40003
s103960,s40003
s99345,s40005
s40004,s40006
s40003,s40005
s40005,s40007
s40006,s82001
s82001,s40010
s40007,s40009
s40010,s40012
s40009,s40012
s40009,s40013
s40012,s40014
s40012,s40015
s40013,s40014
s40014,s103961
s40014,s40016
s40015,s40016
s103961,s40019
s40016,s40018
s40019,s40020
s40018,s82002
s40018,s40020
s82002,s40022
s40020,s40022
s40020,s103962
s40022,s82003
s40022,s40023
s103962,s40023
s82003,s40027
s40023,s40026
s40026,s40028
s40027,s40029
s40028,s103963
s40028,s40030
s40029,s40030
s103963,s40036
s40030,s40033
s40033,s99346
s40033,s40034
s40036,s40034
s99346,s40037
s40034,s40038
s40034,s40037
s40038,s40039
s40037,s103964
s40037,s40039
s103964,s40042
s40039,s40041
s40041,s40044
s40041,s40043
s40042,s40043
s40044,s40046
s40043,s40045
s40045,s40047
s40045,s40048
s40046,s40047
s40047,s40049
s40047,s40052
s40048,s40049
s40049,s82004
s40049,s40050
s40052,s40050
s82004,s82007
s40050,s40053
s82007,s40056
s40053,s40056
s40053,s92252
s40056,s40057
s92252,s92253
s92253,s40059
s40057,s40058
s40059,s40060
s40058,s40060
s40058,s103965
s40060,s40062
s40060,s40065
s103965,s40062
s40062,s40064
s40062,s40063
s40065,s40063
s40064,s40067
s40063,s40066
s40067,s92254
s40066,s40068
s40068,s40069
s40068,s40070
s92254,s40069
s40069,s40071
s40070,s40072
s40072,s40074
s40071,s40074
s40071,s99348
s40074,s40075
s99348,s40077
s40075,s82008
s40075,s40076
s40077,s40076
s82008,s40078
s40076,s40079
s40076,s40078
s40079,s40081
s40078,s40080
s40081,s40082
s40080,s40082
s40080,s40083
s40082,s40086
s40082,s40084
s40083,s40084
s40086,s40085
s40084,s40085
s40084,s103966
s40085,s40087
s103966,s103967
s40087,s40090
s40087,s40089
s103967,s40089
s40090,s40092
s40089,s103968
s40089,s40091
s103968,s40093
s40091,s40093
s40091,s40094
s40092,s40093
s40093,s40095
s40094,s40096
s40096,s40097
s40095,s40100
s40095,s40097
s40100,s40098
s40097,s40098
s40097,s40099
s40098,s40101
s40098,s40102
s40099,s40101
s40101,s92255
s40101,s40103
s40102,s40103
s92255,s40104
s40103,s103969
s40103,s40104
s103969,s40105
s40104,s40105
s40104,s40106
s40105,s40107
s40105,s82009
s40106,s40107
s40107,s40110
s40107,s40109
s82009,s40109
s40110,s40112
s40109,s40111
s40111,s40113
s40112,s92256
s92256,s40116
s40113,s40115
s40115,s40117
s40116,s92257
s40117,s103970
s40117,s40119
s92257,s40119
s103970,s40121
s40119,s92258
s40119,s40121
s92258,s40123
s40121,s40123
s40121,s40126
s40123,s40124
s40123,s92259
s40126,s40124
s40124,s40127
s40124,s103971
s92259,s40127
s40127,s40128
s40127,s40129
s103971,s40128
s40128,s40131
s40128,s40135
s40129,s40131
s40131,s40132
s40131,s82010
s40135,s40132
s40132,s40133
s82010,s82011
s40133,s103972
s40133,s40136
s82011,s40136
s103972,s40137
s40136,s82012
s40136,s40137
s82012,s40139
s40137,s40140
s40137,s40139
s40140,s40141
s40139,s82015
s40139,s40141
s82015,s82016
s40141,s40143
s40143,s103974
s40143,s40145
s82016,s40145
s103974,s40146
s40145,s40146
s40145,s82017
s40146,s40147
s40146,s92260
s82017,s40147
s40147,s40149
s92260,s40153
s40153,s40151
s40149,s40151
s40149,s40152
s40151,s40155
s40151,s40154
s40152,s40154
s40155,s40156
s40154,s99349
s40154,s40156
s99349,s40158
s40156,s92261
s40156,s40158
s92261,s40161
s40158,s40160
s40161,s40162
s40160,s40162
s40160,s82018
s40162,s40164
s40162,s40163
s82018,s40163
s40164,s40165
s40163,s92262
s40163,s40165
s92262,s40168
s40165,s40167
s40168,s40169
s40167,s40169
s40167,s99350
s40169,s40170
s40169,s92263
s99350,s40170
s40170,s82019
s40170,s40171
s92263,s40171
s82019,s82020
s40171,s40173
s40173,s40175
s40173,s92264
s82020,s40175
s40175,s40177
s40175,s40178
s92264,s40177
s40177,s40179
s40177,s82021
s40178,s40179
s40179,s40180
s40179,s40181
s82021,s40180
s40180,s40182
s40181,s92265
s92265,s40184
s40182,s40184
s40182,s40185
s40184,s40186
s40184,s40187
s40185,s40186
s40186,s40188
s40186,s40189
s40187,s40188
s40188,s92266
s40188,s40190
s40189,s40190
s92266,s92267
s40190,s40191
s92267,s40194
s40191,s40193
s40193,s40195
s40193,s40196
s40194,s40195
s40195,s82022
s40195,s40197
s40195,s92268
s40196,s40197
s82022,s40203
s40197,s40200
s92268,s40200
s40203,s40201
s40200,s103975
s40200,s40201
s103975,s103976
s40201,s40202
s103976,s40204
s40202,s82023
s40202,s40204
s82023,s40205
s40204,s99351
s40204,s40205
s99351,s40206
s40205,s40206
s40205,s92269
s40206,s40208
s92269,s92270
s92270,s92271
s40208,s40209
s40209,s40211
s40209,s82024
s92271,s40211
s40211,s92272
s40211,s40212
s82024,s40212
s92272,s40215
s40212,s40214
s40214,s40217
s40214,s82025
s40215,s40217
s40217,s40219
s82025,s82026
s82026,s82027
s40219,s40221
s40221,s40223
s40221,s40222
s82027,s40222
s40223,s40224
s40222,s40224
s40222,s92273
s40224,s40225
s40224,s40227
s92273,s40225
s40225,s40229
s40225,s103977
s40227,s40229
s40229,s99352
s40229,s40230
s103977,s40230
s99352,s40231
s40230,s40231
s40230,s40232
s40231,s82028
s40231,s40233
s40232,s40233
s82028,s40234
s40233,s40234
s40233,s40236
s40234,s40235
s40234,s82029
s40236,s40235
s40235,s40237
s40235,s99353
s82029,s40237
s40237,s103978
s40237,s40238
s99353,s40238
s103978,s40239
s40238,s40239
s40238,s92277
s40239,s40241
s92277,s40242
s40242,s40243
s40241,s40243
s40241,s99354
s40243,s40245
s40243,s40244
s99354,s40244
s40245,s40246
s40244,s40246
s40244,s99355
s40246,s40247
s99355,s40250
s40250,s40248
s40247,s40248
s40247,s92278
s40248,s40251
s92278,s92279
s92279,s40252
s40251,s40271
s40251,s40252
s40271,s40253
s40252,s82030
s40252,s40253
s82030,s82031
s40253,s40255
s82031,s40258
s40255,s92280
s40255,s40258
s92280,s92281
s40258,s40260
s92281,s40261
s40260,s40261
s40260,s82032
s40261,s40263
s82032,s82033
s40263,s92282
s40263,s40264
s82033,s40264
s92282,s92283
s40264,s40266
s40266,s40267
s40266,s82034
s92283,s40267
s40267,s40270
s40267,s40269
s82034,s40269
s40270,s40272
s40269,s40272
s40269,s40273
s40272,s40274
s40272,s40281
s40273,s40274
s40274,s40275
s40274,s103979
s40281,s40275
s40275,s40277
s40275,s92285
s103979,s40277
s40277,s40279
s92285,s40280
s40280,s40282
s40279,s40282
s40279,s40283
s40282,s40284
s40282,s40285
s40283,s40284
s40284,s40286
s40285,s40287
s40286,s99356
s40286,s40288
s40287,s40288
s99356,s40289
s40288,s103980
s40288,s40289
s103980,s40290
s40289,s40291
s40289,s40290
s40291,s40292
s40290,s40292
s40290,s40293
s40292,s40294
s40292,s40295
s40293,s40294
s40294,s40296
s40294,s103981
s40295,s40296
s40296,s40299
s40296,s40298
s103981,s40298
s40299,s40300
s40298,s103982
s40298,s40300
s103982,s103983
s40300,s40302
s103983,s103984
s40302,s40304
s103984,s40305
s40304,s99357
s40304,s40305
s99357,s40306
s40305,s103985
s40305,s40306
s103985,s40308
s40306,s40308
s40306,s99358
s40308,s40309
s99358,s40310
s40309,s40311
s40310,s40312
s40311,s40313
s40312,s99359
s99359,s40314
s40313,s103986
s40313,s40314
s103986,s40317
s40314,s40317
s40314,s40318
s40317,s82035
s40317,s40319
s40318,s40319
s82035,s82036
s40319,s40320
s82036,s40321
s40320,s92286
s40320,s40321
s92286,s40322
s40321,s40322
s40321,s40324
s40322,s40325
s40322,s82039
s40324,s40325
s40325,s40326
s82039,s40327
s40326,s40329
s40326,s40328
s40327,s40328
s40329,s92287
s40328,s40330
s92287,s40332
s40330,s103987
s40330,s40332
s103987,s40334
s40332,s40334
s40332,s82040
s40334,s92288
s40334,s40335
s82040,s40335
s92288,s40337
s40335,s40338
s40335,s40337
s40338,s40339
s40337,s40339
s40337,s40340
s40339,s40341
s40340,s99360
s99360,s99361
s40341,s40342
s99361,s99362
s40342,s40343
s99362,s99363
s40343,s40344
s40344,s40345
s40344,s92289
s99363,s40345
s40345,s40346
s40345,s40347
s92289,s40346
s40346,s40349
s40346,s92290
s40347,s40349
s40349,s99364
s40349,s40351
s92290,s40351
s99364,s40352
s40351,s92291
s40351,s40352
s92291,s92292
s40352,s40353
s92292,s40357
s40353,s40356
s40356,s40358
s40356,s40359
s40357,s40358
s40358,s103988
s40358,s40360
s40359,s40360
s103988,s40361
s40360,s82041
s40360,s40361
s82041,s82042
s40361,s40362
s82042,s82043
s40362,s40363
s82043,s40364
s40363,s40365
s40363,s40364
s40365,s92293
s40364,s40366
s40366,s40367
s40366,s82044
s92293,s40367
s40367,s40369
s40367,s40368
s82044,s40368
s40369,s40370
s40368,s40370
s40368,s103989
s40370,s40371
s40370,s82045
s103989,s40371
s40371,s40372
s40371,s92294
s82045,s40372
s40372,s40374
s40372,s82046
s92294,s40374
s40374,s40375
s82046,s82047
s82047,s82048
s40375,s40376
s82048,s40377
s40376,s40377
s40376,s40378
s40377,s40379
s40377,s82049
s40378,s40379
s40379,s40381
s82049,s82050
s82050,s82051
s40381,s40382
s40382,s40383
s82051,s82052
